Date,Open,High,Low,Close,Adj Close,Volume
2022-02-11,64.430000,66.339996,64.370003,65.739998,65.739998,12309200
2022-02-14,64.970001,66.879997,64.800003,66.360001,66.360001,9540700
2022-02-15,64.199997,64.400002,63.540001,64.279999,64.279999,10076300
2022-02-16,65.080002,65.870003,63.500000,63.540001,63.540001,6978300
2022-02-17,63.619999,64.500000,63.419998,64.169998,64.169998,7116200
2022-02-18,63.139999,65.000000,62.919998,64.739998,64.739998,8438400
2022-02-22,66.860001,66.930000,65.279999,65.540001,65.540001,9307800
2022-02-23,65.900002,67.320000,65.660004,66.239998,66.239998,8562400
2022-02-24,70.190002,70.239998,65.070000,66.339996,66.339996,18256700
2022-02-25,65.559998,66.120003,64.400002,65.800003,65.800003,8803300
2022-02-28,67.379997,68.260002,66.820000,67.480003,67.480003,8886500
2022-03-01,70.339996,72.629997,70.099998,71.820000,71.820000,16803600
2022-03-02,74.150002,76.199997,71.750000,75.419998,75.419998,21956100
2022-03-03,74.760002,76.370003,74.000000,74.529999,74.529999,18443800
2022-03-04,77.000000,80.000000,76.180000,79.459999,79.459999,17341900
2022-03-07,79.930000,83.400002,79.699997,82.370003,82.370003,16563300
2022-03-08,85.430000,87.839996,81.570000,85.430000,85.430000,29882700
2022-03-09,80.000000,81.099998,72.269997,75.470001,75.470001,29934600
2022-03-10,77.059998,77.480003,72.980003,74.059998,74.059998,11738200
2022-03-11,74.809998,76.550003,74.260002,76.400002,76.400002,7937300
2022-03-14,73.529999,73.559998,71.459999,72.839996,72.839996,9470000
2022-03-15,69.570000,70.550003,67.900002,68.629997,68.629997,13575300
2022-03-16,70.639999,71.080002,67.730003,68.279999,68.279999,7392700
2022-03-17,72.650002,74.440002,72.389999,73.680000,73.680000,9653600
2022-03-18,74.250000,75.000000,73.550003,74.639999,74.639999,4440900
2022-03-21,77.410004,79.660004,77.260002,79.540001,79.540001,6410800
2022-03-22,78.690002,79.650002,77.550003,78.559998,78.559998,4175300
2022-03-23,81.379997,82.480003,81.080002,81.949997,81.949997,6155100
2022-03-24,81.669998,81.779999,79.300003,79.750000,79.750000,4417200
2022-03-25,78.879997,81.730003,78.410004,80.739998,80.739998,7534500
2022-03-28,76.849998,77.919998,74.150002,74.529999,74.529999,8934500
2022-03-29,72.300003,76.430000,72.070000,76.150002,76.150002,8954800
2022-03-30,78.070000,78.699997,77.300003,77.910004,77.910004,5239100
2022-03-31,75.760002,76.839996,73.339996,74.120003,74.120003,10749400
2022-04-01,73.370003,74.800003,73.250000,74.169998,74.169998,4926700
2022-04-04,76.459999,77.199997,75.330002,76.860001,76.860001,6157100
2022-04-05,77.339996,77.709999,74.540001,74.800003,74.800003,7542800
2022-04-06,76.250000,76.750000,72.160004,73.050003,73.050003,7040900
2022-04-07,73.260002,73.839996,71.080002,73.110001,73.110001,5749300
2022-04-08,72.690002,74.599998,72.389999,74.110001,74.110001,5666300
2022-04-11,71.750000,72.760002,71.300003,72.300003,72.300003,5209400
2022-04-12,74.949997,76.379997,74.910004,75.980003,75.980003,6839800
2022-04-13,77.150002,78.559998,75.889999,78.419998,78.419998,6918900
2022-04-14,77.339996,80.440002,77.230003,79.570000,79.570000,7437200
2022-04-18,80.809998,81.699997,80.000000,80.410004,80.410004,5326100
2022-04-19,78.059998,78.080002,76.339996,76.860001,76.860001,7626100
2022-04-20,77.510002,77.919998,75.570000,77.239998,77.239998,5056200
2022-04-21,78.339996,79.269997,77.070000,78.120003,78.120003,4815700
2022-04-22,76.980003,77.470001,76.279999,76.309998,76.309998,3730500
2022-04-25,72.639999,74.989998,71.980003,74.650002,74.650002,5073600
2022-04-26,75.330002,76.940002,74.370003,76.459999,76.459999,7354100
2022-04-27,75.120003,76.610001,74.870003,76.370003,76.370003,4545800
2022-04-28,76.279999,78.230003,75.860001,78.080002,78.080002,6856000
2022-04-29,78.800003,79.680000,76.940002,77.160004,77.160004,6097900
2022-05-02,75.379997,78.430000,74.860001,78.379997,78.379997,4467600
2022-05-03,76.919998,77.830002,76.040001,76.690002,76.690002,2990700
2022-05-04,79.400002,80.720001,78.660004,80.220001,80.220001,5420100
2022-05-05,82.209999,82.370003,79.230003,80.480003,80.480003,5997700
2022-05-06,81.629997,82.410004,80.430000,82.129997,82.129997,5679700
2022-05-09,79.809998,80.029999,76.379997,76.570000,76.570000,5630900
2022-05-10,77.070000,77.330002,74.220001,74.529999,74.529999,5741000
2022-05-11,77.760002,79.040001,77.389999,78.180000,78.180000,4659600
2022-05-12,78.489998,79.470001,77.910004,79.230003,79.230003,4322700
2022-05-13,80.599998,81.419998,79.930000,81.279999,81.279999,4194500
2022-05-16,80.980003,83.389999,80.820000,83.110001,83.110001,4820700
2022-05-17,83.050003,83.629997,80.860001,81.110001,81.110001,4118300
2022-05-18,82.019997,82.040001,78.650002,79.290001,79.290001,3882200
2022-05-19,78.500000,81.349998,78.449997,80.580002,80.580002,4135300
2022-05-20,81.209999,81.839996,80.260002,81.650002,81.650002,3103800
2022-05-23,81.360001,82.160004,80.910004,81.970001,81.970001,2989800
2022-05-24,82.029999,82.839996,81.339996,82.000000,82.000000,1537600
2022-05-25,82.209999,82.690002,81.529999,82.480003,82.480003,1940400
2022-05-26,83.150002,85.099998,83.150002,84.589996,84.589996,3780800
2022-05-27,84.330002,85.519997,84.110001,85.459999,85.459999,2371900
2022-05-31,87.989998,88.320000,84.699997,85.470001,85.470001,7416000
2022-06-01,86.709999,87.199997,85.500000,85.540001,85.540001,4762300
2022-06-02,85.879997,87.489998,85.269997,87.250000,87.250000,3769500
2022-06-03,87.209999,89.559998,86.959999,89.470001,89.470001,3671500
2022-06-06,89.070000,89.220001,87.849998,88.389999,88.389999,2315800
2022-06-07,88.680000,90.110001,88.089996,90.040001,90.040001,3893800
2022-06-08,90.260002,92.199997,89.739998,91.989998,91.989998,5357200
2022-06-09,91.029999,91.489998,90.720001,91.080002,91.080002,4583600
2022-06-10,90.239998,90.779999,88.500000,90.129997,90.129997,5865200
2022-06-13,89.279999,91.150002,87.680000,90.360001,90.360001,6681900
2022-06-14,90.980003,91.919998,87.370003,88.449997,88.449997,4675900
2022-06-15,88.050003,88.809998,86.239998,86.930000,86.930000,4420500
2022-06-16,86.440002,88.550003,85.050003,87.660004,87.660004,5171300
2022-06-17,86.500000,86.779999,81.940002,83.339996,83.339996,8744600
2022-06-21,84.489998,85.300003,83.650002,84.050003,84.050003,3674400
2022-06-22,78.830002,82.330002,78.489998,80.879997,80.879997,5215400
2022-06-23,81.629997,81.900002,78.959999,78.980003,78.980003,3918500
2022-06-24,80.190002,82.169998,79.629997,81.269997,81.269997,3456200
2022-06-27,81.290001,83.389999,80.400002,82.930000,82.930000,4591500
2022-06-28,83.989998,85.169998,83.330002,84.720001,84.720001,4226000
2022-06-29,85.870003,86.400002,82.910004,82.949997,82.949997,4619800
2022-06-30,82.089996,82.300003,79.930000,80.349998,80.349998,4631500
2022-07-01,82.099998,82.459999,80.839996,81.669998,81.669998,4689800
2022-07-05,78.470001,78.519997,73.419998,74.779999,74.779999,10752700
2022-07-06,73.489998,74.239998,71.459999,73.669998,73.669998,8899500
2022-07-07,76.459999,77.870003,76.269997,76.550003,76.550003,6993200
2022-07-08,78.589996,79.010002,77.080002,78.540001,78.540001,6450600
2022-07-11,77.809998,78.919998,76.629997,78.230003,78.230003,4950300
2022-07-12,74.820000,75.320000,72.559998,72.809998,72.809998,6104700
2022-07-13,73.070000,74.510002,72.230003,73.190002,73.190002,4365800
2022-07-14,71.019997,73.300003,69.510002,72.849998,72.849998,5355800
2022-07-15,74.080002,74.629997,73.059998,73.739998,73.739998,3367700
2022-07-18,76.919998,77.540001,76.529999,76.809998,76.809998,5382200
2022-07-19,76.000000,78.209999,75.989998,78.050003,78.050003,3172000
2022-07-20,77.169998,78.260002,76.480003,77.639999,77.639999,3125900
2022-07-21,75.269997,76.279999,74.699997,75.489998,75.489998,3979200
2022-07-22,75.180000,76.580002,74.430000,74.529999,74.529999,5768500
2022-07-25,75.839996,76.400002,74.930000,76.220001,76.220001,2807500
2022-07-26,77.300003,77.440002,75.000000,75.160004,75.160004,2949300
2022-07-27,76.400002,78.190002,75.419998,77.870003,77.870003,3166400
2022-07-28,78.449997,78.519997,76.480003,77.129997,77.129997,4322000
2022-07-29,79.169998,80.489998,78.000000,78.050003,78.050003,3632800
2022-08-01,74.790001,75.620003,74.010002,75.129997,75.129997,3326800
2022-08-02,76.029999,77.410004,75.279999,75.930000,75.930000,2737300
2022-08-03,76.279999,76.550003,73.300003,73.529999,73.529999,4033700
2022-08-04,72.830002,73.599998,70.959999,71.529999,71.529999,5215500
2022-08-05,70.459999,73.180000,70.419998,71.540001,71.540001,3139200
2022-08-08,71.589996,73.709999,71.470001,73.540001,73.540001,4429500
2022-08-09,74.199997,74.919998,72.620003,73.449997,73.449997,2492200
2022-08-10,73.250000,74.980003,71.449997,74.320000,74.320000,4622300
2022-08-11,75.830002,76.970001,74.980003,76.279999,76.279999,4687300
2022-08-12,75.339996,75.459999,74.300003,74.980003,74.980003,2949600
2022-08-15,71.389999,73.360001,71.260002,72.879997,72.879997,4446200
2022-08-16,72.669998,73.839996,70.669998,71.239998,71.239998,5750100
2022-08-17,71.650002,73.169998,71.089996,72.050003,72.050003,3800700
2022-08-18,73.589996,74.830002,73.320000,74.209999,74.209999,3315900
2022-08-19,74.050003,75.370003,73.830002,74.059998,74.059998,2700600
2022-08-22,72.790001,74.769997,71.449997,74.680000,74.680000,7937300
2022-08-23,75.830002,77.279999,75.809998,76.830002,76.830002,3782000
2022-08-24,76.849998,78.070000,76.220001,78.040001,78.040001,3857400
2022-08-25,78.339996,78.379997,75.830002,76.500000,76.500000,2960200
2022-08-26,75.459999,76.190002,74.769997,75.849998,75.849998,2424600
2022-08-29,77.019997,78.959999,76.709999,78.690002,78.690002,3693500
2022-08-30,76.599998,76.750000,74.279999,75.470001,75.470001,4968000
2022-08-31,73.839996,75.089996,73.059998,73.110001,73.110001,4538500
2022-09-01,72.089996,72.720001,70.800003,70.949997,70.949997,4319300
2022-09-02,73.180000,73.220001,71.300003,71.430000,71.430000,4050300
2022-09-06,72.339996,72.449997,71.150002,71.419998,71.419998,5250400
2022-09-07,69.169998,69.720001,67.589996,67.620003,67.620003,7540200
2022-09-08,68.540001,69.279999,67.650002,68.089996,68.089996,4277100
2022-09-09,70.330002,71.610001,70.029999,71.099998,71.099998,4953600
2022-09-12,72.629997,73.209999,72.070000,72.370003,72.370003,3710000
2022-09-13,72.110001,72.730003,70.099998,72.010002,72.010002,6056900
2022-09-14,72.720001,73.720001,72.250000,72.730003,72.730003,2594400
2022-09-15,71.089996,71.150002,69.339996,69.760002,69.760002,3898100
2022-09-16,70.330002,70.809998,69.440002,69.900002,69.900002,3384500
2022-09-19,67.620003,70.269997,67.489998,70.050003,70.050003,2863900
2022-09-20,69.540001,69.589996,68.410004,69.220001,69.220001,3569200
2022-09-21,70.489998,70.620003,68.099998,68.680000,68.680000,4537900
2022-09-22,70.419998,70.809998,68.529999,68.970001,68.970001,2928800
2022-09-23,65.889999,65.900002,64.650002,65.320000,65.320000,5923200
2022-09-26,65.370003,66.250000,63.150002,63.200001,63.200001,5064500
2022-09-27,64.300003,65.529999,63.689999,64.419998,64.419998,3273500
2022-09-28,65.260002,67.339996,64.949997,67.129997,67.129997,2603400
2022-09-29,67.309998,67.760002,66.250000,66.769997,66.769997,2762700
2022-09-30,65.639999,66.500000,64.849998,65.279999,65.279999,2397100
2022-10-03,68.599998,68.900002,67.169998,67.889999,67.889999,5256000
2022-10-04,69.910004,71.000000,69.309998,70.279999,70.279999,6673400
2022-10-05,71.160004,72.160004,69.870003,71.940002,71.940002,4927200
2022-10-06,71.739998,73.040001,71.610001,72.989998,72.989998,2981200
2022-10-07,73.269997,75.849998,73.250000,75.099998,75.099998,4670000
2022-10-10,75.290001,76.110001,73.599998,73.779999,73.779999,3511500
2022-10-11,72.559998,73.070000,71.400002,71.750000,71.750000,2476200
2022-10-12,71.419998,71.599998,70.199997,70.930000,70.930000,2338900
2022-10-13,70.389999,72.870003,70.370003,72.519997,72.519997,2304000
2022-10-14,71.400002,71.720001,69.750000,70.169998,70.169998,2518900
2022-10-17,71.169998,71.480003,69.779999,70.129997,70.129997,3255400
2022-10-18,69.360001,69.779999,67.849998,68.699997,68.699997,3291200
2022-10-19,68.870003,70.570000,68.550003,70.040001,70.040001,3094900
2022-10-20,71.089996,71.879997,69.709999,70.180000,70.180000,2545800
2022-10-21,70.150002,70.989998,69.459999,70.570000,70.570000,1564300
2022-10-24,70.239998,71.180000,69.800003,70.379997,70.379997,1722400
2022-10-25,70.589996,71.449997,70.230003,70.610001,70.610001,1517400
2022-10-26,71.360001,73.139999,71.349998,72.970001,72.970001,3435400
2022-10-27,73.690002,74.089996,73.110001,73.620003,73.620003,1308800
2022-10-28,72.709999,73.300003,72.029999,72.820000,72.820000,1511200
2022-10-31,71.389999,72.639999,70.720001,71.529999,71.529999,3088100
2022-11-01,73.800003,73.889999,72.660004,73.120003,73.120003,4586900
2022-11-02,73.120003,74.879997,72.790001,74.080002,74.080002,2796300
2022-11-03,73.050003,74.010002,72.860001,73.290001,73.290001,1482000
2022-11-04,76.540001,76.940002,75.500000,76.820000,76.820000,3678200
2022-11-07,76.839996,77.720001,76.220001,76.559998,76.559998,2231400
2022-11-08,76.269997,76.489998,74.080002,74.470001,74.470001,2539700
2022-11-09,73.169998,73.199997,71.580002,71.669998,71.669998,2585500
2022-11-10,71.660004,72.989998,71.190002,72.239998,72.239998,2020500
2022-11-11,74.529999,75.150002,73.680000,74.379997,74.379997,3189400
2022-11-14,73.540001,74.620003,71.879997,71.910004,71.910004,2680700
2022-11-15,72.120003,74.779999,71.599998,73.250000,73.250000,3318100
2022-11-16,72.110001,72.470001,71.379997,72.040001,72.040001,3359600
2022-11-17,71.150002,71.440002,69.519997,70.139999,70.139999,5000100
2022-11-18,67.730003,69.120003,67.459999,69.029999,69.029999,8371700
2022-11-21,66.669998,69.370003,65.370003,69.029999,69.029999,12862900
2022-11-22,69.919998,70.760002,69.580002,69.980003,69.980003,3707300
